house number	Street Name	zip	boro	registration id	last registration date	registration end date	bbl	bin	hpd building id	hpd buildings	corporation names	business addrs	owner names	all contacts	total violations	open violations	total complaints	recent complaints	recent complaints by type	units/res	year built	council	lat	lng	evictions	rsunits2007	rsunitslatest	rsunitslatestyear	rsdiff	yearstartedj51	yearstarted421a	lastsaleacrisid	lastsaledate	lastsaleamount	evictionfilings
768	45th St.	11220	Brooklyn	329532	2024-07-02	2025-09-01	3007500034	3011732	151528	1	GOLDMONT REALTY CORP; 768 PROPERTIES LLC	1360 EAST 14TH STREET 11230	MARVIN BASCH (Agent), MARVIN BASCH (HeadOfficer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; 768 PROPERTIES LLC (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230; GOLDMONT REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	5	2	9	1	PESTS (1)	24	1928	38	40.6440166	-74.001427	1	23	24	2023	1			2022051300022001	2022-05-06	3500000	4
759	46TH St.	11220	Brooklyn	302377	2024-06-12	2025-09-01	3007500048	3011743	152088	1	US REALTY CORP; 46TH STREET PROPERTIES LLC	1360 EAST 14TH STREE 11230; 1360 EAST 14TH STREET 11230	MARVIN BASCH (Officer), MARVIN BASCH (Agent), EKREM VUCETOVIC (SiteManager), EKREM VUCETOVIC (HeadOfficer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; EKREM VUCETOVIC (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREE BROOKLYN, NY 11230; EKREM VUCETOVIC (SiteManager); 46TH STREET PROPERTIES LLC (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	101	65	228	26	HEAT/HOT WATER (5), FLOORING/STAIRS (4), WATER LEAK (3), PLUMBING (3), PAINT/PLASTER (3), PESTS (2), MOLD (2), ELECTRIC (2), SAFETY (1), DOOR/WINDOW (1)	41	1927	38	40.6438684	-74.0017693		41	41	2023	0						17
640	Warren St.	11217	Brooklyn	301972	2024-07-02	2025-09-01	3009370012	3018798	388160	1	LEED PROPERTIES LLC; US REALTY CORP	1360 EAST 14TH STREET 101 11230; 1360 E14TH STREET 101 11230	LEON GOLDENBERG (Officer), SAM BROWN (HeadOfficer), SAM BROWN (Agent), SAM BROWN (SiteManager)	SAM BROWN (Agent), 1360 E14TH STREET 101 BROOKLYN, NY 11230; SAM BROWN (HeadOfficer), 1360 E14TH STREET 101 BROOKLYN, NY 11230; LEON GOLDENBERG (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; SAM BROWN (SiteManager); LEED PROPERTIES LLC (Corporation), 1360 E14TH STREET 101 BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 E14TH STREET 101 BROOKLYN, NY 11230	18	4	16	0		8	1920	39	40.6808004	-73.9800116		4	5	2023	1			2012040600214001	2012-03-27	537648	
882	Union St.	11215	Brooklyn	359022	2024-07-17	2025-09-01	3010667502	3024689	383979	1	GOLDMONT REALTY; THE GWENDOLYN CONDOS	1360 EAST 14TH STREET SUITE 112305946; 1360 EAST 14TH STREET 11230; 1360 EAST 14TH STREET 101 11230	JONATHAN SAMET (Agent), JONATHAN SAMET (HeadOfficer)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET SUITE BROOKLYN, NY 112305946; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; GOLDMONT REALTY (Corporation), 1360 EAST 14TH STREET SUITE BROOKLYN, NY 112305946; THE GWENDOLYN CONDOS (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	2	2	6	0		15	1901	39	40.6730806	-73.972584		0	2	2023	2						1
560	Vanderbilt Ave.	11238	Brooklyn	339515	2024-06-25	2025-09-01	3011370051	3027878	386144	1	VANDERBILT DEVELOPMENT LLC; US REALTY CORP	1360 EAST 14TH STREET 11230	SAM BROWN (Agent), SAM BROWN (HeadOfficer)	SAM BROWN (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; SAM BROWN (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230; VANDERBILT DEVELOPMENT LLC (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	2	1	5	5	HEAT/HOT WATER (5)	6	1889	35	40.6799112	-73.968399		7	6	2023	-1			2022090700012001	2022-08-29	2825000	
20	Butler Place	11238	Brooklyn	364488	2024-07-15	2025-09-01	3011717503	3029335	216313	2	GOLDMONT REALTY COPR; BUTLER HEIGHTS CONDOMINIUM	1360 EAST 14TH STREET 11230; 1360 EAST 14TH STREET 101 11230	JONATHAN SAMET (HeadOfficer), JONATHAN SAMET (Agent)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; BUTLER HEIGHTS CONDOMINIUM (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; GOLDMONT REALTY COPR (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	42	17	190	19	HEAT/HOT WATER (9), APPLIANCE (3), PLUMBING (3), PAINT/PLASTER (1), WATER LEAK (1), FLOORING/STAIRS (1), MOLD (1)	47	1916	35	40.6747154	-73.9683942		15	6	2023	-9						0
1273	Pacific St.	11216	Brooklyn	357461	2024-06-11	2025-09-01	3012000052	3029767	349501	1	U S REALTY CORP; PACIFIC STREET EQUITIES LLC	1360 EAST 14TH STREET 101 11230	ILIR MUJA (Officer), MARVIN BASCH (HeadOfficer), MARVIN BASCH (Agent)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ILIR MUJA (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; PACIFIC STREET EQUITIES LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; U S REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	92	29	205	71	HEAT/HOT WATER (14), BELL/BUZZER/INTERCOM (12), PAINT/PLASTER (10), WATER LEAK (9), PESTS (7), DOOR/WINDOW (5), FLOORING/STAIRS (3), ELECTRIC (3), MOLD (3), PLUMBING (2), ELEVATOR (1), CABINET (1), JANITOR/SUPER (1)	49	1910	36	40.6779066	-73.9502294	3	48	48	2023	0			2007110501549001	2007-10-24	4375000	32
170	Brooklyn Ave.	11213	Brooklyn	318260	2024-07-02	2025-09-01	3012280047	3031039	214668	2	BROOKLYN 166 REALTY LP; US REALTY CORP	1360 EAST 14TH STREET 101 11230; 170 BROOKLYN AVENUE 11213	LEON GOLDENBERG (HeadOfficer), MARVIN BASCH (Officer), MARVIN BASCH (Agent)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; LEON GOLDENBERG (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; BROOKLYN 166 REALTY LP (Corporation), 170 BROOKLYN AVENUE BROOKLYN, NY 11213; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	46	21	190	33	PESTS (7), HEAT/HOT WATER (6), PAINT/PLASTER (5), APPLIANCE (4), CABINET (2), FLOORING/STAIRS (2), MOLD (1), GARBAGE/RECYCLING STORAGE (1), ELECTRIC (1), PLUMBING (1), BELL/BUZZER/INTERCOM (1), DOOR/WINDOW (1), WATER LEAK (1)	24	1906	36	40.6742975	-73.9448281	1	12	24	2023	12			2010122200749001	2010-12-16	1750000	37
1514	Sterling Place	11213	Brooklyn	309576	2024-07-02	2025-09-01	3013790035	3036862	376477	1	1514 PROPERTIES LLC & ML STERLING LLC; US REALTY CORP	1360 EAST 14TH STREET 101 11230	MARVIN BASCH (HeadOfficer), MARVIN BASCH (Agent), FERID KRAJA (Officer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; FERID KRAJA (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; 1514 PROPERTIES LLC & ML STERLING LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	147	99	225	44	HEAT/HOT WATER (20), DOOR/WINDOW (6), WATER LEAK (6), FLOORING/STAIRS (3), PLUMBING (3), MOLD (2), PESTS (2), ELECTRIC (1), GARBAGE/RECYCLING STORAGE (1)	32	1922	36	40.6710938	-73.9287494	1	32	32	2023	0			2011011901350001	2011-01-13	2525000	34
896	Madison Street	11221	Brooklyn	337017	2024-07-02	2025-09-01	3014830028	3039693	331287	1	896 MADISON REALTY LLC; US REALTY CORP	896 MADISON STREET 11221; 1360 EAST 14TH STREET 11230; 1360 EAST 14TH STREET 101 11230	STEPHEN GOLDENBERG (Agent), STEPHEN GOLDENBERG (HeadOfficer)	STEPHEN GOLDENBERG (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; STEPHEN GOLDENBERG (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; 896 MADISON REALTY LLC (Corporation), 896 MADISON STREET BROOKLYN, NY 11221; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	197	27	578	21	WATER LEAK (10), HEAT/HOT WATER (4), PLUMBING (2), SAFETY (2), PAINT/PLASTER (1), DOOR/WINDOW (1), FLOORING/STAIRS (1)	8	1900	41	40.687794	-73.9217832		3	6	2023	3			2018031300027001	2018-03-08	1390000	
917	Greene Ave.	11221	Brooklyn	318002	2024-07-02	2025-09-01	3016160056	3043823	304638	1	US REALTY CORP; GREENE PACKAGE REALTY LLC	1360 EAST 14TH STREET 11230; 917 GREENE AVENUE 11221	MARVIN BASCH (HeadOfficer), BERNY RODRIGUEZ (SiteManager), BERNY RODRIGUEZ (Officer), MARVIN BASCH (Agent)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET BROOLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; BERNY RODRIGUEZ (Officer), 1360 EAST 14TH STREET BROOLKYN, NY 11230; BERNY RODRIGUEZ (SiteManager); GREENE PACKAGE REALTY LLC (Corporation), 917 GREENE AVENUE BROOKLYN, NY 11221; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOLYN, NY 11230	154	58	225	46	DOOR/WINDOW (18), PLUMBING (11), FLOORING/STAIRS (6), HEAT/HOT WATER (3), PESTS (2), GARBAGE/RECYCLING STORAGE (2), ELECTRIC (1), APPLIANCE (1), VENTILATION SYSTEM (1), PAINT/PLASTER (1)	16	1931	36	40.6909645	-73.9308593		13	13	2023	0			2014060600488001	2014-05-29	2775000	10
861	Greene Ave.	11221	Brooklyn	327440	2024-07-02	2025-09-01	3016160095	3043851	304578	1	GREENE PACKAGE REALTY LLC; US REALTY CORP	1360 EAST 14TH STREET 11230; 1360 EAST 14TH STREET 101 11230; 861 GREENE AVENUE 11221	BERNY RODRIGUEZ (SiteManager), BERNY RODRIGUEZ (Officer), MARVIN BASCH (HeadOfficer), MARVIN BASCH (Agent)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; BERNY RODRIGUEZ (Officer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; BERNY RODRIGUEZ (SiteManager); GREENE PACKAGE REALTY LLC (Corporation), 861 GREENE AVENUE BROOKLYN, NY 11221; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	7	4	27	10	PESTS (4), PLUMBING (2), PAINT/PLASTER (1), HEAT/HOT WATER (1), DOOR/WINDOW (1), CABINET (1)	8	1931	36	40.6906777	-73.9333368		8	8	2023	0			2018073000014001	2018-07-23	6107253	
880	Greene Ave.	11221	Brooklyn	300470	2024-07-02	2025-09-01	3016210014	3044077	304594	1	US REALTY CORP; GREENE PACKAGE REALTY LLC	1360 EAST 14TH STREET 11230; 1360 EAST 14TH STRET 11230; 880 GREENE AVENUE 11221	MARVIN BASCH (Agent), MARVIN BASCH (HeadOfficer), BERNY RODRIGUEZ (Officer), BERNY RODRIGUEZ (SiteManager)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; BERNY RODRIGUEZ (Officer), 1360 EAST 14TH STRET BROOKLYN, NY 11230; BERNY RODRIGUEZ (SiteManager); GREENE PACKAGE REALTY LLC (Corporation), 880 GREENE AVENUE BROOKLYN, NY 11221; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	5	1	12	1	HEAT/HOT WATER (1)	8	1931	36	40.6902822	-73.9327927		8	8	2023	0			2014060600488001	2014-05-29	2775000	
908	Greene Ave.	11221	Brooklyn	321779	2024-07-02	2025-09-01	3016210031	3044090	304628	1	US REALTY CORP; GREENE PACKAGE REALTY LLC	1360 EAST 14TH STREET 11230; 908 GREENE AVENUE 11221	MARVIN BASCH (Agent), BERNY RODRIGUEZ (Officer), BERNY RODRIGUEZ (SiteManager), MARVIN BASCH (HeadOfficer)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; BERNY RODRIGUEZ (Officer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; BERNY RODRIGUEZ (SiteManager); GREENE PACKAGE REALTY LLC (Corporation), 908 GREENE AVENUE BROOKLYN, NY 11221; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	23	2	14	0		4	1899	36	40.6904078	-73.9317036		0	0	2023	0			2018073000014001	2018-07-23	6107253	
914	Greene Ave.	11221	Brooklyn	385154	2024-06-11	2025-09-01	3016210035	3044094	304635	1	GREENE PACKAGE REALTY LLC; US REALTY CORP.	1360 EAST 14TH STREET 11230; 914 GREENE AVENUE 11221; 1360 EAST 14TH STREET 11221	MARVIN BASCH (HeadOfficer), BERNY RODRIGUEZ (SiteManager), BERNY RODRIGUEZ (Officer), MARVIN BASCH (Agent)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; MARVIN BASCH (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; BERNY RODRIGUEZ (Officer), 1360 EAST 14TH STREET BROOKLYN, NY 11221; BERNY RODRIGUEZ (SiteManager); GREENE PACKAGE REALTY LLC (Corporation), 914 GREENE AVENUE BROOKLYN, NY 11221; US REALTY CORP. (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	21	3	17	0		4	1899	36	40.6904351	-73.931444				2023				2014060600488001	2014-05-29	2775000	
941	Fulton St.	11238	Brooklyn	359242	2024-06-11	2025-09-01	3019780034	3321946	808380	2	FULTON HARBOR REALTY LLC; U S REALTY CORP	1360 EAST 14TH STREET 101 11230	MARVIN BASCH (Officer), MARVIN BASCH (Agent), ISUF DJUNBALAJ (HeadOfficer), ISUF DJUNBALAJ (SiteManager)	MARVIN BASCH (Agent), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; ISUF DJUNBALAJ (HeadOfficer), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; MARVIN BASCH (Officer), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; ISUF DJUNBALAJ (SiteManager); FULTON HARBOR REALTY LLC (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; U S REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230	123	90	88	20	PESTS (4), PLUMBING (3), ELECTRIC (3), DOOR/WINDOW (2), FLOORING/STAIRS (2), WATER LEAK (1), SAFETY (1), MOLD (1), APPLIANCE (1), CABINET (1), HEAT/HOT WATER (1)	42	1930	35	40.6833989	-73.9652064	1	41	38	2023	-3			2012050300162001	2012-04-16	1801870	15
483	Washington Ave.	11238	Brooklyn	381270	2024-07-15	2025-09-01	3019797502	3391834	877364	1	DEWITT CONDOMINIUM; US REALTY CORP	1360 EAST 14TH STREET 101 11230; 1360 EAST 14TH STREET 101 11220; 483 WASHINGTON AVENUE 11238	JONATHAN SAMET (HeadOfficer), ISUF DJUNBALAJ (Officer), JONATHAN SAMET (Agent)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ISUF DJUNBALAJ (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11220; DEWITT CONDOMINIUM (Corporation), 483 WASHINGTON AVENUE BROOKLYN, NY 11238; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	0	0	0	0		16	2007	35	40.6838846	-73.964568				2023							0
195	Clermont Ave.	11205	Brooklyn	325680	2024-07-02	2025-09-01	3020750001	3058389	221923	1	WILLOUGHBY PROPERTIES LLC; US REALTY	1360 EAST 14TH STREET 101 11230	SAM BROWN (Officer), HUSKO DERVISEVIC (SiteManager), SAM BROWN (Agent), HUSKO DERVIEVIC (HeadOfficer)	SAM BROWN (Agent), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; HUSKO DERVIEVIC (HeadOfficer), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; SAM BROWN (Officer), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; HUSKO DERVISEVIC (SiteManager); US REALTY (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230; WILLOUGHBY PROPERTIES LLC (Corporation), 1360 EAST 14TH STREET 101 BKLYN, NY 11230	58	12	130	21	HEAT/HOT WATER (19), GARBAGE/RECYCLING STORAGE (1), ELECTRIC (1)	29	1928	35	40.6917746	-73.970254	1	26	28	2023	2			2003081401516001	2003-07-24	2038000	4
1120	Madison St.	11221	Brooklyn	317792	2024-08-16	2025-09-01	3033680028	3077023	330588	1	1122 REALTY ASSOCIATES LLC; US REALTY CORP	1360 EAST 14TH STREET 11230; 1360 EAST 14TH STREET 101 11230	JONATHAN SAMET (Agent), JONATHAN SAMET (HeadOfficer)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; 1122 REALTY ASSOCIATES LLC (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	12	7	34	7	HEAT/HOT WATER (3), PESTS (2), DOOR/WINDOW (1), GARBAGE/RECYCLING STORAGE (1)	16	1906	37	40.6921565	-73.9155829	1	16	15	2023	-1			2017052200013005	2017-05-15	2300000	20
291	Martense St.	11226	Brooklyn	315381	2024-07-15	2025-09-01	3048687501	3108500	808798	2	US REALTY CORP; LINDEN GARDEN CONDOMINIUMS	1360 EAST 14TH STREET 11230; 291 MARTENSE STREET 11226; 1360 EAST 14TH STREER 11230	JONATHAN SAMET (HeadOfficer), ROY ROY (SiteManager), JONATHAN SAMET (Agent), ROY ROY (Officer)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; ROY ROY (Officer), 1360 EAST 14TH STREER BROOKLYN, NY 11230; ROY ROY (SiteManager); LINDEN GARDEN CONDOMINIUMS (Corporation), 291 MARTENSE STREET BROOKLYN, NY 11226; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	104	15	131	14	HEAT/HOT WATER (7), WATER LEAK (3), DOOR/WINDOW (2), ELECTRIC (1), MOLD (1)	58	1930	40	40.6521547	-73.9493873	1			2023							7
31	East 21ST St.	11226	Brooklyn	309205	2024-08-16	2025-09-01	3050630017	3116157	249527	1	GOLDMONT REALTY CORP; 21 EAST 21 STREET PARTNERS LLC	1360 EAST 14TH STREET 101 11230; 21 EAST 21ST STREET 11230	FRANCISCO DELA CRUZ PENA (Officer), francisco DELACRUZPENA (SiteManager), JONATHAN SAMET (Agent), JONATHAN SAMET (HeadOfficer)	JONATHAN SAMET (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; JONATHAN SAMET (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; FRANCISCO DELA CRUZ PENA (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; francisco DELACRUZPENA (SiteManager); 21 EAST 21 STREET PARTNERS LLC (Corporation), 21 EAST 21ST STREET BROOKLYN, NY 11230; GOLDMONT REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	363	66	715	96	HEAT/HOT WATER (28), PLUMBING (24), FLOORING/STAIRS (9), WATER LEAK (8), PAINT/PLASTER (5), PESTS (5), MOLD (4), CABINET (3), BELL/BUZZER/INTERCOM (3), ELECTRIC (3), APPLIANCE (2), DOOR/WINDOW (1), SAFETY (1)	49	1931	40	40.6537126	-73.9603421	4	49	49	2023	0			2013052301453001	2013-05-21	10726000	41
65	Lenox Rd.	11226	Brooklyn	340400	2024-06-25	2025-09-01	3050640087	3116212	324217	1	US REALTY CORP; GOLDMONT REALTY CORP-LENOX	1360 EAST 14TH STREET 11230	SAM BROWN (Agent), VERNAL JUNIOR HALL (Officer), SAM BROWN (HeadOfficer)	SAM BROWN (Agent), 1360 EAST 14TH STREET BROOKLYN, NY 11230; SAM BROWN (HeadOfficer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; VERNAL JUNIOR HALL (Officer), 1360 EAST 14TH STREET BROOKLYN, NY 11230; GOLDMONT REALTY CORP-LENOX (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET BROOKLYN, NY 11230	184	43	380	59	HEAT/HOT WATER (13), PLUMBING (10), PAINT/PLASTER (8), PESTS (7), MOLD (6), APPLIANCE (4), WATER LEAK (4), DOOR/WINDOW (4), FLOORING/STAIRS (2), CABINET (1)	60	1948	40	40.6540684	-73.9573939	1	60	62	2023	2			2016080200356001	2016-07-26	16000000	19
475	Ocean Ave.	11226	Brooklyn	309444	2024-09-26	2025-09-01	3050810058	3116560	347739	1	U S REALTY CORP; 475 OCEAN AVENUE PARTNES LLC	1360 EAST 14TH STREET 101 11230; 1360 EAST 14TH 101 11230; 1360 EAST 14TH STREET 11230	VERNAL HALL (SiteManager), JOHNATHAn SAMEt (HeadOfficer), ELLIOT SEROUYA (Agent), VERNAL HALL (Officer)	ELLIOT SEROUYA (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; JOHNATHAn SAMEt (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; VERNAL HALL (Officer), 1360 EAST 14TH STREET BROOKLYNB, NY 11230; VERNAL HALL (SiteManager); 475 OCEAN AVENUE PARTNES LLC (Corporation), 1360 EAST 14TH 101 BROOKLYN, NY 11230; U S REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	740	117	1083	521	PAINT/PLASTER (103), HEAT/HOT WATER (83), PLUMBING (67), DOOR/WINDOW (49), PESTS (49), ELECTRIC (42), SAFETY (31), WATER LEAK (30), MOLD (27), FLOORING/STAIRS (17), CABINET (8), BELL/BUZZER/INTERCOM (6), GARBAGE/RECYCLING STORAGE (4), OUTSIDE BUILDING (2), VENTILATION SYSTEM (1), APPLIANCE (1), SEWAGE (1)	48	1931	40	40.6511684	-73.9608518	1	148	48	2023	-100			2011040701221001	2011-03-29	4900000	60
25	Tennis Ct.	11226	Brooklyn	307364	2024-08-16	2025-09-01	3050990021	3117101	380932	1	25-35 TENNIS COURT LLC; US REALTY CORP	1360 EAST 14TH STREET 101 11230	ISUF DJUNBALAJ (SiteManager), ISUF DJUNBA (Officer), FRANCISCO DELACRUZ (Agent), FRANCISCO DELACRUZ (HeadOfficer)	FRANCISCO DELACRUZ (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; FRANCISCO DELACRUZ (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ISUF DJUNBA (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ISUF DJUNBALAJ (SiteManager); 25-35 TENNIS COURT LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	608	185	1237	243	PESTS (41), PAINT/PLASTER (36), HEAT/HOT WATER (31), DOOR/WINDOW (26), FLOORING/STAIRS (19), MOLD (19), SAFETY (17), PLUMBING (15), APPLIANCE (13), ELECTRIC (9), WATER LEAK (9), CABINET (4), BELL/BUZZER/INTERCOM (3), OUTSIDE BUILDING (1)	61	1929	40	40.6487946	-73.9621901	2	60	58	2023	-2			2005072100369004	2005-07-13	10850000	56
35	Tennis Ct.	11226	Brooklyn	345356	2024-09-17	2025-09-01	3050990139	3117121	380933	1	25-35 TENNIS COURT LLC; US REALTY CORP	1360 EAST 14TH STREET 101 11230	ISUF DJUNBA (Officer), FRANCISCO Delacruz (Agent), ISUF DJUNBALAJ (SiteManager), FRANCISCO DELACRUZ (HeadOfficer)	FRANCISCO Delacruz (Agent), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; FRANCISCO DELACRUZ (HeadOfficer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ISUF DJUNBA (Officer), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; ISUF DJUNBALAJ (SiteManager); 25-35 TENNIS COURT LLC (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230; US REALTY CORP (Corporation), 1360 EAST 14TH STREET 101 BROOKLYN, NY 11230	305	62	1119	63	PLUMBING (13), PAINT/PLASTER (13), WATER LEAK (7), HEAT/HOT WATER (7), PESTS (5), DOOR/WINDOW (5), MOLD (4), FLOORING/STAIRS (3), ELECTRIC (2), BELL/BUZZER/INTERCOM (2), SAFETY (1), CABINET (1)	60	1929	40	40.6488411	-73.9617973	1	61	61	2023	0			2005072100369004	2005-07-13	10850000	53
